date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,Hour,DayOfWeek,Month,Day,Week,Year,Weekend,Lag_1,Lag_2,Lag_6,Lag_12,Lag_24,Rolling_Mean_6,Rolling_Mean_12,Rolling_STD_6,Rolling_STD_12
2016-01-11 23:10:00,60,20,21.6,44.2,21.0,43.59,20.39,45.66333333,21.03333333,46.4,19.29,51.06,5.9,85.59666667,17.7,43.03,19.39,49.89,16.89,45.06666667,5.8,736.4,87.83333333,6.833333333,37.0,3.85,5.397181294,5.397181294,23,Monday,January,11,2,2016,0,60.0,60.0,400.0,110.0,250.0,201.66666666666666,176.66666666666666,165.21702898510998,140.79858814719137
2016-01-11 23:20:00,50,10,21.6,44.2,21.0,43.7,20.29,45.73,20.96333333,46.43333333,19.29,50.93333333,5.763333333,86.26,17.7,43.16333333,19.39,50.16333333,16.89,45.26,5.7,736.5,88.66666667,6.666666667,34.0,3.9,36.1855473,36.1855473,23,Monday,January,11,2,2016,0,60.0,60.0,400.0,100.0,100.0,143.33333333333334,172.5,141.23266855323058,143.97758663953724
2016-01-11 23:30:00,70,20,21.5,44.23,20.92666667,43.76,20.29,45.79,20.865,46.5675,19.29,50.86333333,5.623333333,86.59333333,17.7,43.4,19.39,50.46333333,16.89,45.43333333,5.6,736.6,89.5,6.5,31.0,3.95,20.56372148,20.56372148,23,Monday,January,11,2,2016,0,50.0,60.0,390.0,100.0,100.0,90.0,170.0,73.7563556583433,145.60219778561034
2016-01-11 23:40:00,60,20,21.5,44.36333333,20.89,43.845,20.29,45.79,20.73,46.59,19.29,50.79,5.59,87.49666667,17.7,43.46666667,19.39,50.72333333,16.89,45.56,5.5,736.7,90.33333333,6.333333333,28.0,4.0,41.04731471,41.04731471,23,Monday,January,11,2,2016,0,70.0,50.0,240.0,100.0,90.0,60.0,166.66666666666666,6.324555320339692,147.79182738711987
2016-01-11 23:50:00,40,20,21.39,44.43333333,20.79,43.79,20.23,45.65666667,20.7,46.79,19.2,50.66333333,5.59,87.89666667,17.7,43.62666667,19.39,50.96333333,16.89,45.62666667,5.4,736.8,91.16666667,6.166666667,25.0,4.05,32.35300969,32.35300969,23,Monday,January,11,2,2016,0,60.0,70.0,60.0,100.0,70.0,56.666666666666664,161.66666666666666,10.32795558988828,151.2273023289676
2016-01-12 00:00:00,40,10,21.39,44.56,20.79,43.86333333,20.2,45.66333333,20.63333333,46.79,19.2,50.53,5.59,88.63333333,17.7,43.76,19.39,51.16333333,16.89,45.7,5.3,736.9,92.0,6.0,22.0,4.1,39.14663811,39.14663811,0,Tuesday,January,12,2,2016,0,40.0,60.0,60.0,110.0,80.0,53.333333333333336,155.83333333333334,12.110601416391567,154.71136370870127
2016-01-12 00:10:00,30,20,21.29,44.82666667,20.7,44.0,20.2,45.59,20.56666667,46.93333333,19.2,50.5,5.53,89.02666667,17.7,43.93333333,19.46333333,51.5,16.89,45.79,5.27,737.0,92.0,6.0,25.0,4.07,27.65181558,27.65181558,0,Tuesday,January,12,2,2016,0,40.0,40.0,60.0,400.0,140.0,48.333333333333336,125.0,14.719601443881105,137.54338158625376
2016-01-12 00:20:00,40,20,21.29,44.96666667,20.63333333,44.0,20.16666667,45.5,20.5,47.13333333,19.2,50.43333333,5.53,89.4,17.76,44.33333333,19.39,51.56,16.89,45.86333333,5.23,737.1,92.0,6.0,28.0,4.03,26.48597901,26.48597901,0,Tuesday,January,12,2,2016,0,30.0,40.0,50.0,400.0,120.0,46.666666666666664,95.0,15.055453054182964,108.25055112183868
2016-01-12 00:30:00,50,20,21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.16666667,50.36333333,5.53,89.19333333,17.79,44.96333333,19.39,51.86,16.89,45.9,5.2,737.2,92.0,6.0,31.0,4.0,39.46781158,39.46781158,0,Tuesday,January,12,2,2016,0,40.0,30.0,70.0,390.0,190.0,43.333333333333336,66.66666666666667,10.327955589888445,55.81354239923773
2016-01-12 00:40:00,310,10,21.2,45.09,20.6,44.09,20.1,45.5,20.42666667,47.23,19.1,50.29,5.4,89.4,17.79,45.22333333,19.39,52.0,16.89,45.96666667,5.17,737.3,92.0,6.0,34.0,3.97,1.166560117,1.166560117,0,Tuesday,January,12,2,2016,0,50.0,40.0,60.0,240.0,110.0,85.0,72.5,110.40833301884433,75.69376100145539
2016-01-12 00:50:00,380,20,21.16666667,45.23,20.5,44.12666667,20.1,45.5,20.46,47.36,19.06666667,50.26,5.2,88.99,17.79,45.32666667,19.35666667,52.09,16.89,46.03,5.13,737.4,92.0,6.0,37.0,3.93,23.86150325,23.86150325,0,Tuesday,January,12,2,2016,0,310.0,50.0,40.0,60.0,110.0,141.66666666666666,99.16666666666667,159.17495615412204,116.34262357625452
2016-01-12 01:00:00,380,20,21.075,45.3725,20.5,44.2,20.1,45.53,20.79333333,47.56,19.0,50.12666667,4.866666667,89.06333333,17.79,45.425,19.29,52.16333333,16.89,46.09,5.1,737.5,92.0,6.0,40.0,3.9,36.61568693,36.61568693,1,Tuesday,January,12,2,2016,0,380.0,310.0,40.0,60.0,110.0,198.33333333333334,125.83333333333333,175.43279814979485,140.67747337492065
2016-01-12 01:10:00,370,20,21.0,45.4,20.39,44.2,20.1,45.59,21.26333333,47.46666667,19.0,50.09,4.933333333,91.16,17.79,45.56,19.29,52.5,16.89,46.2,5.12,737.6333333,92.0,5.833333333,40.0,3.92,34.63657782,34.63657782,1,Tuesday,January,12,2,2016,0,380.0,380.0,30.0,60.0,110.0,255.0,151.66666666666666,164.77257053284075,155.2027022570122
2016-01-12 01:20:00,120,10,21.0,45.59,20.39,44.26,20.1,45.59,21.59666667,47.4,19.0,50.03,5.0,91.43333333,17.79,45.73,19.23,52.9,16.89,46.2,5.13,737.7666667,92.0,5.666666667,40.0,3.93,23.88098111,23.88098111,1,Tuesday,January,12,2,2016,0,370.0,380.0,40.0,50.0,100.0,268.3333333333333,157.5,146.07075910895594,152.32292252734885
2016-01-12 01:30:00,50,0,20.92666667,45.59,20.29,44.29,20.16666667,45.53,21.89,46.96666667,19.0,50.03,4.866666667,91.26,17.79,45.86333333,19.29,53.5,16.89,46.29,5.15,737.9,92.0,5.5,40.0,3.95,43.06047384,43.06047384,1,Tuesday,January,12,2,2016,0,120.0,370.0,50.0,70.0,100.0,268.3333333333333,155.83333333333334,146.07075910895594,153.4724336119939
2016-01-12 01:40:00,40,0,20.89,45.66666667,20.23,44.29,20.13333333,45.5,21.82333333,46.22666667,18.92666667,50.09,4.726666667,91.59333333,17.79,45.82666667,19.29,53.96,16.89,46.43333333,5.17,738.0333333,92.0,5.333333333,40.0,3.97,21.90485536,21.90485536,1,Tuesday,January,12,2,2016,0,50.0,120.0,310.0,60.0,100.0,223.33333333333334,154.16666666666666,170.25471114382316,154.71136370870127
2016-01-12 01:50:00,50,0,20.89,46.06,20.2,44.4,20.2,45.5,21.66666667,46.06,18.89,50.09,4.466666667,91.76,17.79,45.96666667,19.29,54.46333333,16.89,46.63333333,5.18,738.1666667,92.0,5.166666667,40.0,3.98,12.23986385,12.23986385,1,Tuesday,January,12,2,2016,0,40.0,50.0,380.0,40.0,100.0,168.33333333333334,155.0,162.65505423031487,154.06610151608183
2016-01-12 02:00:00,40,0,20.79,46.2,20.2,44.46666667,20.16666667,45.5,21.53333333,45.93333333,18.89,50.1725,4.333333333,91.76,17.79,46.0,19.2225,54.7225,16.89,46.82666667,5.2,738.3,92.0,5.0,40.0,4.0,3.533952357,3.533952357,2,Tuesday,January,12,2,2016,0,50.0,40.0,380.0,40.0,110.0,111.66666666666667,155.0,130.14094923069638,154.06610151608183
2016-01-12 02:10:00,50,0,20.79,46.2,20.1,44.53,20.125,45.425,21.35666667,45.9,18.89,50.2,4.156666667,91.83333333,17.79,46.0,19.2,54.96666667,16.96333333,46.96666667,5.13,738.4,92.0,4.833333333,40.0,3.93,4.973308009,4.973308009,2,Tuesday,January,12,2,2016,0,40.0,50.0,370.0,30.0,400.0,58.333333333333336,156.66666666666666,30.605010483035613,152.69299759698055
2016-01-12 02:20:00,50,0,20.7,46.26,20.1,44.59,20.13333333,45.4,21.23,45.9,18.79,50.09,4.156666667,92.56666667,17.89,46.0,19.2,54.96666667,17.0,47.23,5.07,738.5,92.0,4.666666667,40.0,3.87,15.81358536,15.81358536,2,Tuesday,January,12,2,2016,0,50.0,40.0,120.0,40.0,400.0,46.666666666666664,157.5,5.163977794948815,152.0242205583164
2016-01-12 02:30:00,50,0,20.7,46.2,20.0,44.43333333,20.2,45.5,21.06666667,45.9,18.79,50.09,4.333333333,93.53,17.89,46.06,19.2,54.9,17.0,47.36333333,5.0,738.6,92.0,4.5,40.0,3.8,25.93171316,25.93171316,2,Tuesday,January,12,2,2016,0,50.0,50.0,50.0,50.0,390.0,46.666666666666664,157.5,5.163977794948815,152.0242205583164
2016-01-12 02:40:00,40,0,20.6,46.2,20.0,44.5,20.2,45.5,20.92666667,45.9,18.79,50.09,4.333333333,93.32333333,17.89,46.09,19.2,54.86333333,17.0,47.53,4.93,738.7,92.0,4.333333333,40.0,3.73,33.10025382,33.10025382,2,Tuesday,January,12,2,2016,0,50.0,50.0,40.0,310.0,240.0,46.666666666666664,135.0,5.163977794948815,147.30919862656233
2016-01-12 02:50:00,40,0,20.6,46.12666667,20.0,44.5,20.2,45.4,20.745,45.9,18.73,50.09,4.19,93.12666667,17.82333333,45.96333333,19.13333333,54.79,17.0,47.66333333,4.87,738.8,92.0,4.166666667,40.0,3.67,20.34150936,20.34150936,2,Tuesday,January,12,2,2016,0,40.0,50.0,50.0,380.0,60.0,45.0,106.66666666666667,5.477225575056995,127.23159508502118
2016-01-12 03:00:00,30,0,20.56666667,46.06666667,19.89,44.59,20.2,45.4,20.66666667,46.0,18.7,50.09,4.063333333,92.86666667,17.85666667,45.96666667,19.2,54.9,17.0,47.82666667,4.8,738.9,92.0,4.0,40.0,3.6,45.64379621,45.64379621,3,Tuesday,January,12,2,2016,0,40.0,40.0,40.0,380.0,60.0,43.333333333333336,77.5,8.16496580928088,94.88030737340985
2016-01-12 03:10:00,20,0,20.5,46.2,19.82333333,44.53,20.29,45.46666667,20.53333333,46.0,18.7,50.09,3.863333333,92.96666667,17.85666667,45.96666667,19.2,54.96666667,17.0,47.9,4.82,739.0166667,92.16666667,4.333333333,40.0,3.63,14.68016864,14.68016864,3,Tuesday,January,12,2,2016,0,30.0,40.0,50.0,370.0,60.0,38.333333333333336,48.333333333333336,11.690451944502733,24.432963327638035
2016-01-12 03:20:00,20,0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09,3.79,93.09333333,17.89,46.2,19.2,55.09,17.0,48.03,4.83,739.1333333,92.33333333,4.666666667,40.0,3.67,22.95328631,22.95328631,3,Tuesday,January,12,2,2016,0,20.0,30.0,50.0,120.0,50.0,33.333333333333336,40.0,12.11060141639257,11.281521496355731
2016-01-12 03:30:00,40,0,20.42666667,46.23,19.79,44.53,20.2,45.4,20.39,46.16333333,18.63333333,50.03,3.895,94.045,17.89,46.2,19.2,55.03,17.0,48.09,4.85,739.25,92.5,5.0,40.0,3.7,16.61973371,16.61973371,3,Tuesday,January,12,2,2016,0,20.0,20.0,50.0,50.0,70.0,31.666666666666668,39.166666666666664,9.83192080250499,10.836246694508747
2016-01-12 03:40:00,50,0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50.0,4.19,94.65666667,17.89,46.2,19.2,54.86333333,17.06666667,48.29,4.87,739.3666667,92.66666667,5.333333333,40.0,3.73,32.54352335,32.54352335,3,Tuesday,January,12,2,2016,0,40.0,20.0,40.0,40.0,60.0,33.333333333333336,40.0,12.11060141639257,11.281521496355731
2016-01-12 03:50:00,50,0,20.39,46.36333333,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50.0,4.263333333,94.79666667,17.89,46.12666667,19.2,54.73,17.06666667,48.36333333,4.88,739.4833333,92.83333333,5.666666667,40.0,3.77,12.90083904,12.90083904,3,Tuesday,January,12,2,2016,0,50.0,40.0,40.0,50.0,40.0,35.0,40.0,13.784048752092486,11.281521496355731
2016-01-12 04:00:00,40,0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50.0,4.463333333,95.03,17.89,46.09,19.1,54.56,17.03333333,48.46333333,4.9,739.6,93.0,6.0,40.0,3.8,23.92726241,23.92726241,4,Tuesday,January,12,2,2016,0,50.0,50.0,30.0,40.0,40.0,36.666666666666664,40.0,13.662601021281723,11.281521496355731
2016-01-12 04:10:00,50,0,20.29,46.545,19.63333333,44.62666667,20.29,45.5,20.03333333,46.29,18.53333333,50.0,4.59,95.03,17.89,45.92,19.1,54.5,17.03333333,48.59,4.92,739.65,92.66666667,5.833333333,40.0,3.77,38.31553353,38.31553353,4,Tuesday,January,12,2,2016,0,40.0,50.0,20.0,50.0,30.0,41.666666666666664,40.0,11.690451944502676,11.281521496355731
2016-01-12 04:20:00,40,0,20.23,46.5,19.6,44.59,20.29,45.5,20.0,46.4,18.5,50.0,4.726666667,94.86666667,17.89,45.73,19.1,54.5,17.03333333,48.76666667,4.93,739.7,92.33333333,5.666666667,40.0,3.73,4.212345718,4.212345718,4,Tuesday,January,12,2,2016,0,50.0,40.0,20.0,50.0,40.0,45.0,39.166666666666664,5.477225575056995,10.836246694508747
2016-01-12 04:30:00,40,0,20.2,46.43333333,19.6,44.59,20.29,45.5,19.92666667,46.46666667,18.5,50.0,4.8,94.72666667,17.89,45.7,19.1,54.5,17.03333333,48.9,4.95,739.75,92.0,5.5,40.0,3.7,43.7660665,43.7660665,4,Tuesday,January,12,2,2016,0,40.0,50.0,40.0,50.0,50.0,45.0,38.333333333333336,5.477225575056995,10.298573010889202
2016-01-12 04:40:00,40,0,20.2,46.56,19.56666667,44.7,20.29,45.56,19.85666667,46.46666667,18.5,50.0,4.8,94.49333333,17.89,45.7,19.1,54.4,17.1,49.045,4.97,739.8,91.66666667,5.333333333,40.0,3.67,16.95364689,16.95364689,4,Tuesday,January,12,2,2016,0,40.0,40.0,50.0,40.0,310.0,43.333333333333336,38.333333333333336,5.163977794948943,10.298573010889202
2016-01-12 04:50:00,60,0,20.16666667,46.36333333,19.5,44.7,20.29,45.59,19.79,46.46666667,18.5,50.0,4.8,94.22666667,17.89,45.59,19.1,54.4,17.1,49.2,4.98,739.85,91.33333333,5.166666667,40.0,3.63,41.97201751,41.97201751,4,Tuesday,January,12,2,2016,0,40.0,40.0,50.0,40.0,380.0,45.0,40.0,8.366600265344248,12.060453783110928
2016-01-12 05:00:00,50,0,20.1,46.36333333,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50.0,4.8,94.12666667,17.89,45.66333333,19.1,54.29,17.1,49.26,5.0,739.9,91.0,5.0,40.0,3.6,17.33417446,17.33417446,5,Tuesday,January,12,2,2016,0,60.0,40.0,40.0,30.0,380.0,46.666666666666664,41.666666666666664,8.164965809280798,11.93416282879748
2016-01-12 05:10:00,50,0,20.1,46.5,19.42666667,44.73,20.29,45.59,19.7,46.66333333,18.4725,49.975,4.8,94.0,17.89,45.59,19.1,54.23,17.1,49.29,4.98,739.9666667,91.66666667,4.833333333,40.0,3.68,16.68874654,16.68874654,5,Tuesday,January,12,2,2016,0,50.0,60.0,50.0,20.0,370.0,46.666666666666664,44.166666666666664,8.164965809280798,9.962049198956656
2016-01-12 05:20:00,40,0,20.03333333,46.36,19.39,44.73,20.29,45.59,19.66666667,46.66333333,18.39,49.9,4.763333333,93.56333333,17.89,45.59,19.05,54.045,17.1,49.36333333,4.97,740.0333333,92.33333333,4.666666667,40.0,3.77,23.81756225,23.81756225,5,Tuesday,January,12,2,2016,0,50.0,50.0,40.0,20.0,120.0,46.666666666666664,45.833333333333336,8.164965809280798,6.685579234215851
2016-01-12 05:30:00,40,0,20.0,46.29,19.39,44.79,20.35666667,45.59,19.6,46.59,18.39,49.9,4.763333333,94.02333333,17.89,45.62666667,19.0,54.0,17.1,49.43333333,4.95,740.1,93.0,4.5,40.0,3.85,44.60991679,44.60991679,5,Tuesday,January,12,2,2016,0,40.0,50.0,40.0,40.0,50.0,46.666666666666664,45.833333333333336,8.164965809280798,6.685579234215851
2016-01-12 05:40:00,40,0,20.0,46.29,19.39,44.79,20.39,45.59,19.6,46.62666667,18.39,49.9,4.833333333,94.72666667,17.89,45.62666667,19.06666667,54.0,17.1,49.56,4.93,740.1666667,93.66666667,4.333333333,40.0,3.93,43.21697353,43.21697353,5,Tuesday,January,12,2,2016,0,40.0,40.0,40.0,50.0,40.0,46.666666666666664,45.0,8.164965809280798,6.741998624633059
2016-01-12 05:50:00,40,0,20.0,46.23,19.39,44.79,20.32333333,45.59,19.6,46.7,18.39,49.9,4.833333333,95.0,17.89,45.59,19.1,53.9,17.1,49.62666667,4.92,740.2333333,94.33333333,4.166666667,40.0,4.02,19.49947717,19.49947717,5,Tuesday,January,12,2,2016,0,40.0,40.0,60.0,50.0,50.0,43.333333333333336,44.166666666666664,5.163977794948945,6.685579234215865
2016-01-12 06:00:00,50,0,19.92666667,46.23,19.29,44.9,20.32333333,45.59,19.5,46.7,18.39,49.9,4.9,95.53,17.89,45.72333333,19.03333333,53.82666667,17.1,49.7,4.9,740.3,95.0,4.0,40.0,4.1,38.86603494,38.86603494,6,Tuesday,January,12,2,2016,0,40.0,40.0,50.0,40.0,40.0,43.333333333333336,45.0,5.163977794948945,6.741998624633059
2016-01-12 06:10:00,70,10,19.89,46.23,19.29,44.925,20.32333333,45.59,19.5,46.7,18.35666667,49.93333333,4.9975,95.82,17.89,45.9,19.0,53.79,17.1,49.82666667,4.93,740.4333333,94.66666667,4.166666667,38.16666667,4.1,48.03089986,48.03089986,6,Tuesday,January,12,2,2016,0,50.0,40.0,50.0,50.0,50.0,46.666666666666664,46.666666666666664,12.110601416392353,9.847319278347047
2016-01-12 06:20:00,40,0,19.89,46.43,19.29,45.0,20.29,45.59,19.42666667,46.7,18.29,50.0,5.09,96.03,17.89,45.96666667,19.0,53.79,17.1,49.96666667,4.97,740.5666667,94.33333333,4.333333333,36.33333333,4.1,21.73297424,21.73297424,6,Tuesday,January,12,2,2016,0,70.0,50.0,40.0,40.0,50.0,46.666666666666664,46.666666666666664,12.110601416392353,9.847319278347047
2016-01-12 06:30:00,30,0,19.89,46.62666667,19.29,45.12666667,20.29,45.59,19.39,46.7,18.29,50.12666667,5.0,95.9,17.89,45.9,19.0,53.76,17.13333333,50.0,5.0,740.7,94.0,4.5,34.5,4.1,35.62573394,35.62573394,6,Tuesday,January,12,2,2016,0,40.0,70.0,40.0,40.0,50.0,45.0,45.833333333333336,13.78404875209234,10.83624669450871
2016-01-12 06:40:00,20,10,19.89,46.7,19.218,45.2,20.29,45.5,19.39,46.7,18.29,50.2,5.0,95.96666667,17.89,45.82666667,19.0,53.7,17.2,50.0,5.03,740.8333333,93.66666667,4.666666667,32.66666667,4.1,19.99971844,19.99971844,6,Tuesday,January,12,2,2016,0,30.0,40.0,40.0,40.0,40.0,41.666666666666664,44.166666666666664,17.22401424368682,13.113721705515395
2016-01-12 06:50:00,30,0,19.89,46.86333333,19.2,45.245,20.29,45.43333333,19.29,46.79,18.29,50.23,4.966666667,95.93333333,17.89,45.7225,19.0,53.875,17.2,50.0,5.07,740.9666667,93.33333333,4.833333333,30.83333333,4.1,16.26760759,16.26760759,6,Tuesday,January,12,2,2016,0,20.0,30.0,40.0,60.0,40.0,40.0,41.666666666666664,17.888543820000006,12.673044646258825
2016-01-12 07:00:00,40,10,19.82333333,46.86333333,19.2,45.36333333,20.2,45.29,19.29,46.79,18.29,50.29,4.9,95.93333333,17.89,45.79,19.0,54.0,17.2,50.0,5.1,741.1,93.0,5.0,29.0,4.1,37.8543574,37.8543574,7,Tuesday,January,12,2,2016,0,30.0,20.0,50.0,50.0,30.0,38.333333333333336,40.833333333333336,17.224014243686856,12.401124093721815
2016-01-12 07:10:00,50,10,19.85666667,46.93,19.2,45.4,20.2,45.29,19.29,46.79,18.29,50.42666667,4.933333333,96.09,17.89,45.86333333,19.0,54.06,17.2,50.09,5.1,741.2166667,92.66666667,5.0,30.83333333,4.05,10.13461276,10.13461276,7,Tuesday,January,12,2,2016,0,40.0,30.0,70.0,50.0,20.0,35.0,40.833333333333336,10.488088481704489,12.401124093721815
2016-01-12 07:20:00,60,20,19.79,46.79,19.2,45.32666667,20.16666667,45.29,19.29,46.59666667,18.23,50.83333333,4.933333333,96.09,17.89,45.52,18.92666667,53.8,17.2,49.96333333,5.1,741.3333333,92.33333333,5.0,32.66666667,4.0,35.55606112,35.55606112,7,Tuesday,January,12,2,2016,0,50.0,40.0,40.0,40.0,20.0,38.333333333333336,42.5,14.71960144388182,13.568010505999686
2016-01-12 07:30:00,60,20,19.79,46.895,19.175,45.195,20.1,45.29,19.26,46.29666667,18.2,51.26666667,5.0,96.09,17.89,45.14,18.9725,53.15,17.2,49.72333333,5.1,741.45,92.0,5.0,34.5,3.95,6.084596051,6.084596051,7,Tuesday,January,12,2,2016,0,60.0,50.0,30.0,40.0,40.0,43.333333333333336,44.166666666666664,16.32993161855633,14.433756729740942
2016-01-12 07:40:00,70,20,19.79,47.42666667,19.1,45.03,20.1,45.29,19.2,46.09,18.2,51.52666667,5.0,96.09,17.85666667,44.83333333,18.89,52.8,17.2,49.46333333,5.1,741.5666667,91.66666667,5.0,36.33333333,3.9,12.2744257,12.2744257,7,Tuesday,January,12,2,2016,0,60.0,60.0,20.0,40.0,50.0,51.666666666666664,46.666666666666664,14.719601443881638,16.143297699233234
